"Word"	"Pronunciation"	"Audio"	"Parts Of Speech"	"Meaning"	"Examples"	"Picture"	"Word Reference"
"pulchritude"	"pulchritude.ipa"	"pulchritude.mp3"	"N."	"beauty; comeliness"	"I do not envy the judges who have to select this year&rsquo;s Miss America from this collection of female pulchritude"	"pulchritude.png"	"https://www.wordreference.com/definition/pulchritude"
"pulverize"	"pulverize.ipa"	"pulverize.mp3"	"V."	"crush or grind into very small particles"	"Before sprinkling the dried herbs into the stew, Michael first pulverized them into a fine powder"	"pulverize.png"	"https://www.wordreference.com/definition/pulverize"
"pummel"	"pummel.ipa"	"pummel.mp3"	"V."	"beat or pound with fists"	"Swinging wildly, Pammy pummeled her brother around the head and shoulders"	"pummel.png"	"https://www.wordreference.com/definition/pummel"
"punctilious"	"punctilious.ipa"	"punctilious.mp3"	"ADJ."	"stressing niceties of conduct or form; minutely attentive (perhaps too much so) to fine points"	"Percy is punctilious about observing the rules of etiquette whenever Miss Manners invites him to stay.punctiliousness, N"	"punctilious.png"	"https://www.wordreference.com/definition/punctilious"
"pundit"	"pundit.ipa"	"pundit.mp3"	"N."	"authority on a subject; learned person; expert"	"Some authors who write about the GRE as if they are pundits actually know very little about the test"	"pundit.png"	"https://www.wordreference.com/definition/pundit"
"pungent"	"pungent.ipa"	"pungent.mp3"	"ADJ."	"stinging; sharp in taste or smell; caustic"	"The pungent odor of ripe Limburger cheese appealed to Simone but made Stanley gag.pungency, N"	"pungent.png"	"https://www.wordreference.com/definition/pungent"
"punitive"	"punitive.ipa"	"punitive.mp3"	"ADJ."	"punishing"	"He asked for punitive measures against the offender"	"punitive.png"	"https://www.wordreference.com/definition/punitive"
"purge"	"purge.ipa"	"purge.mp3"	"V."	"remove or get rid of something unwanted; free from blame or guilt; cleanse or purify"	"The Communist government purged the party to get rid of members suspected of capitalist sympathies, sending those believed to be disloyal to labor camps in Siberia.also N"	"purge.png"	"https://www.wordreference.com/definition/purge"
"purport"	"purport.ipa"	"purport.mp3"	"N."	"intention; meaning"	"If the purport of your speech was to arouse the rabble, you succeeded admirably.also V"	"purport.png"	"https://www.wordreference.com/definition/purport"
"purported"	"purported.ipa"	"purported.mp3"	"ADJ."	"alleged; claimed; reputed or rumored"	"The purported Satanists sacrificing live roosters in the park turned out to be a party of Shriners holding a chicken barbecue"	"purported.png"	"https://www.wordreference.com/definition/purported"
"purveyor"	"purveyor.ipa"	"purveyor.mp3"	"N."	"furnisher of foodstuffs; caterer"	"As purveyor of rare wines and viands, he traveled through France and Italy every year in search of new products to sell"	"purveyor.png"	"https://www.wordreference.com/definition/purveyor"
"pusillanimous"	"pusillanimous.ipa"	"pusillanimous.mp3"	"ADJ."	"cowardly; fainthearted"	"In The Wizard of Oz, Dorothy&rsquo;s friend the Cowardly Lion wishes he were brave and not pusillanimous.pusillanimity, N"	"pusillanimous.png"	"https://www.wordreference.com/definition/pusillanimous"
"putative"	"putative.ipa"	"putative.mp3"	"ADJ."	"supposed; reputed"	"Although there are some doubts, the putative author of this work is Massinger"	"putative.png"	"https://www.wordreference.com/definition/putative"
"quack"	"quack.ipa"	"quack.mp3"	"N."	"charlatan; impostor"	"Do not be misled by the exaggerated claims of this quack; he cannot cure you"	"quack.png"	"https://www.wordreference.com/definition/quack"
"quail"	"quail.ipa"	"quail.mp3"	"V."	"cower; lose heart"	"He was afraid that he would quail in the face of danger"	"quail.png"	"https://www.wordreference.com/definition/quail"
"quaint"	"quaint.ipa"	"quaint.mp3"	"ADJ."	"odd; old-fashioned; picturesque"	"Her quaint clothes and old-fashioned language marked her as an eccentric"	"quaint.png"	"https://www.wordreference.com/definition/quaint"
"qualified"	"qualified.ipa"	"qualified.mp3"	"ADJ."	"limited; restricted"	"Unable to give the candidate full support, the mayor gave him only a qualified endorsement.(secondary meaning)"	"qualified.png"	"https://www.wordreference.com/definition/qualified"
"qualms"	"qualms.ipa"	"qualms.mp3"	"N."	"misgivings; uneasy fears, especially about matters of conscience"	"I have no qualms about giving this assignment to Helen; I know she will handle it admirably"	"qualms.png"	"https://www.wordreference.com/definition/qualms"
"quandary"	"quandary.ipa"	"quandary.mp3"	"N."	"dilemma"	"When both Harvard and Stanford accepted Laura, she was in a quandary as to which school she should attend"	"quandary.png"	"https://www.wordreference.com/definition/quandary"
"quarantine"	"quarantine.ipa"	"quarantine.mp3"	"N."	"isolation of a person, place, or ship to prevent spread of infection"	"We will have to place this house under quarantine until we determine the exact nature of the disease.also V"	"quarantine.png"	"https://www.wordreference.com/definition/quarantine"
"quarry"	"quarry.ipa"	"quarry.mp3"	"N."	"victim; object of a hunt"	"The police closed in on their quarry"	"quarry.png"	"https://www.wordreference.com/definition/quarry"
"quarry(2)"	"quarry.ipa"	"quarry.mp3"	"V."	"dig into"	"They quarried blocks of marble out of the hillside"	"quarry.png"	"https://www.wordreference.com/definition/quarry"
"quash"	"quash.ipa"	"quash.mp3"	"V."	"subdue; crush; squash"	"The authorities acted quickly to quash the student rebellion, sending in tanks to cow the demonstrators"	"quash.png"	"https://www.wordreference.com/definition/quash"
"queasy"	"queasy.ipa"	"queasy.mp3"	"ADJ."	"easily nauseated; squeamish"	"Remember that great chase movie, the one with the carsick passenger? That&rsquo;s right: Queasy Rider!"	"queasy.png"	"https://www.wordreference.com/definition/queasy"
"quell"	"quell.ipa"	"quell.mp3"	"V."	"extinguish; put down; quiet"	"Miss Minchin&rsquo;s demeanor was so stern and forbidding that she could quell any unrest among her students with one intimidating glance"	"quell.png"	"https://www.wordreference.com/definition/quell"
"quench"	"quench.ipa"	"quench.mp3"	"V."	"douse or extinguish; assuage or satisfy"	"What&rsquo;s the favorite song of the Fire Department? &ldquo;Baby, Quench My Fire!&rdquo; After Bob ate the heavily salted popcorn, he had to drink a pitcherful of water to quench his thirst"	"quench.png"	"https://www.wordreference.com/definition/quench"
"querulous"	"querulous.ipa"	"querulous.mp3"	"ADJ."	"fretful; whining"	"Even the most agreeable toddlers can begin to act querulous if they miss their nap"	"querulous.png"	"https://www.wordreference.com/definition/querulous"
"query"	"query.ipa"	"query.mp3"	"N."	"inquiry; question"	"In her column &ldquo;Ask Beth,&rdquo; the columnist invites young readers to send her their queries about life and love.also V"	"query.png"	"https://www.wordreference.com/definition/query"
"quibble"	"quibble.ipa"	"quibble.mp3"	"N."	"minor objection or complaint"	"Aside from a few hundred teensy-weensy quibbles about the set, the script, the actors, the director, the costumes, the lighting, and the props, the hypercritical critic loved the play.also V"	"quibble.png"	"https://www.wordreference.com/definition/quibble"
"quiescent"	"quiescent.ipa"	"quiescent.mp3"	"ADJ."	"at rest; dormant; temporarily inactive"	"After the devastating eruption, fear of Mount Etna was great; people did not return to cultivate its rich hillside lands until the volcano had been quiescent for a full two years.quiescence, N"	"quiescent.png"	"https://www.wordreference.com/definition/quiescent"
"quietude"	"quietude.ipa"	"quietude.mp3"	"N."	"tranquillity"	"An oasis of quietude, the Dr.Sun Yat-Sen Classical Chinese Garden sits serenely in the midst of the tumult of downtown Vancouver"	"quietude.png"	"https://www.wordreference.com/definition/quietude"
"quintessence"	"quintessence.ipa"	"quintessence.mp3"	"N."	"purest and highest embodiment"	"Showcasing historical masterpieces that were once part of the decor of the Imperial palace, the exhibition Treasures of the Imperial Collections embodies the quintessence of modern Japanese art"	"quintessence.png"	"https://www.wordreference.com/definition/quintessence"
"quip"	"quip.ipa"	"quip.mp3"	"N."	"taunt"	"You are unpopular because you are too free with your quips and sarcastic comments.also V"	"quip.png"	"https://www.wordreference.com/definition/quip"
"quirk"	"quirk.ipa"	"quirk.mp3"	"N."	"startling twist; caprice, By a of fate, he found himself working for the man whom he had discharged years before"	""	"quirk.png"	"https://www.wordreference.com/definition/quirk"
"quixotic"	"quixotic.ipa"	"quixotic.mp3"	"ADJ."	"idealistic but impractical"	"Constantly coming up with quixotic, unworkable schemes to save the world, Simon has his heart in the right place, but his head is somewhere off in the clouds"	"quixotic.png"	"https://www.wordreference.com/definition/quixotic"
"quizzical"	"quizzical.ipa"	"quizzical.mp3"	"ADJ."	"teasing; bantering; mocking; curious"	"When the skinny teenager tripped over his own feet stepping into the bullpen, Coach raised one quizzical eyebrow, shook his head, and said, &ldquo;Okay, kid.You&rsquo;re here; let&rsquo;s see what you&rsquo;ve got.&rdquo;"	"quizzical.png"	"https://www.wordreference.com/definition/quizzical"
"quorum"	"quorum.ipa"	"quorum.mp3"	"N."	"number of members necessary to conduct a meeting"	"The senator asked for a roll call to determine whether a quorum was present"	"quorum.png"	"https://www.wordreference.com/definition/quorum"
"quotidian"	"quotidian.ipa"	"quotidian.mp3"	"ADJ."	"daily; commonplace; customary"	"To Philip, each new day of his internship was filled with excitement; he could not dismiss his rounds as merely quotidian routine"	"quotidian.png"	"https://www.wordreference.com/definition/quotidian"
"rail"	"rail.ipa"	"rail.mp3"	"V."	"scold; rant"	"You may rail at him all you want; you will never change him"	"rail.png"	"https://www.wordreference.com/definition/rail"
"rally"	"rally.ipa"	"rally.mp3"	"V."	"call up or summon (forces, vital powers, etc"	"); revive or recuperate.Washington quickly rallied his troops to fight off the British attack.The patient had been sinking throughout the night, but at dawn she rallied and made a complete recovery.also N"	"rally.png"	"https://www.wordreference.com/definition/rally"
"ramble"	"ramble.ipa"	"ramble.mp3"	"V."	"wander aimlessly (physically or mentally)"	"Listening to the teacher ramble, Judy wondered whether he&rsquo;d ever get to his point.also N"	"ramble.png"	"https://www.wordreference.com/definition/ramble"
"ramification"	"ramification.ipa"	"ramification.mp3"	"N."	"branching out; subdivision"	"We must examine all the ramifications of this problem"	"ramification.png"	"https://www.wordreference.com/definition/ramification"
"ramify"	"ramify.ipa"	"ramify.mp3"	"V."	"divide into branches or subdivisions"	"When the plant begins to ramify, it is advisable to nip off most of the new branches"	"ramify.png"	"https://www.wordreference.com/definition/ramify"
"rampant"	"rampant.ipa"	"rampant.mp3"	"ADJ."	"growing in profusion; unrestrained"	"The rampant weeds in the garden choked the asters and marigolds until the flowers died.rampancy, N"	"rampant.png"	"https://www.wordreference.com/definition/rampant"
"rancor"	"rancor.ipa"	"rancor.mp3"	"N."	"bitterness; hatred"	"Thirty years after the war, she could not let go of the past but was still consumed with rancor against the foe.rancorous, ADJ"	"rancor.png"	"https://www.wordreference.com/definition/rancor"
"random"	"random.ipa"	"random.mp3"	"ADJ."	"without definite purpose, plan, or aim; haphazard"	"Although the sponsor of the raffle claimed all winners were chosen at random, people had their suspicions when the grand prize went to the sponsor&rsquo;s brother-in-law"	"random.png"	"https://www.wordreference.com/definition/random"
"rankle"	"rankle.ipa"	"rankle.mp3"	"V."	"irritate; fester"	"The memory of having been jilted rankled him for years"	"rankle.png"	"https://www.wordreference.com/definition/rankle"
"rant"	"rant.ipa"	"rant.mp3"	"V."	"rave; talk excitedly; scold; make a grandiloquent speech"	"When he heard that I&rsquo;d totaled the family car, Dad began to rant at me like a complete madman"	"rant.png"	"https://www.wordreference.com/definition/rant"
